0h_01	0h_02	0h_03	0h_04	0h_05	0h_06	4h_01	4h_02	4h_03	4h_04	4h_05	4h_06	24h_01	24h_02	24h_03	24h_04	24h_05	24h_06	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	iBAQ peptides	MS/MS count	Peptides 0h_01	Peptides 0h_02	Peptides 0h_03	Peptides 0h_04	Peptides 0h_05	Peptides 0h_06	Peptides 4h_01	Peptides 4h_02	Peptides 4h_03	Peptides 4h_04	Peptides 4h_05	Peptides 4h_06	Peptides 24h_01	Peptides 24h_02	Peptides 24h_03	Peptides 24h_04	Peptides 24h_05	Peptides 24h_06	Protein IDs	Majority protein IDs	Protein names	Gene names	id
26.8231086730957	26.7497024536133	26.847806930542	26.3071460723877	26.8876247406006	26.9054088592529	26.851505279541	26.4041042327881	26.7969932556152	26.871265411377	26.8709125518799	27.0685596466064	26.8100490570068	26.9908580780029	26.8361740112305	26.8335208892822	26.7297477722168	26.7790641784668				13	13	13	43	43	43	43.735	0	84.356	6038400000	17	117	6	5	9	6	6	8	6	5	8	6	6	8	7	8	7	3	7	6	Q08288;D3Z5X8;D3Z7N3;D3Z345;D6RDT2;D3Z009;D3YU83	Q08288	Cell growth-regulating nucleolar protein	Lyar	2485
32.6176300048828	32.5076522827148	32.6728897094727	32.5426635742188	32.5567970275879	32.540470123291	32.2819290161133	32.3329811096191	32.4017448425293	32.302173614502	32.170539855957	32.1812744140625	32.4718170166016	32.3196411132813	32.3452224731445	32.2477951049805	32.306037902832	32.1688079833984				31	31	31	46.6	46.6	46.6	50.224	0	323.31	360090000000	17	476	22	25	15	23	24	18	16	14	18	16	19	16	20	19	23	22	18	20	Q3U6Y9;Q8C6Z4;Q3UAI3;Q3TA14;Q08857;Q3UC79;A0A0G2JFB7;E7D893	Q3U6Y9;Q8C6Z4;Q3UAI3;Q3TA14;Q08857;Q3UC79	Platelet glycoprotein 4	Cd36	2486
26.4184112548828	25.7620258331299	26.3527584075928	26.0471019744873	26.0676574707031	26.3119697570801	26.3686294555664	26.2673168182373	26.272575378418	26.0180339813232	26.4601707458496	26.3514270782471	26.3663463592529	26.6692562103271	26.3955020904541	26.3855476379395	26.5893516540527	26.434440612793				10	10	10	50.2	50.2	50.2	29.128	0	17.953	3259800000	17	74	3	3	3	3	5	5	5	3	3	3	5	6	6	4	4	2	4	5	Q0PD20;B1AQD4;Q3TV85;Q64008;B1AQD3;F7BE32	Q0PD20;B1AQD4;Q3TV85;Q64008;B1AQD3;F7BE32	Ras-related protein Rab-34	Rab34	2490
26.2670478820801	26.0587692260742	25.868724822998	25.9838104248047	24.8100471496582	25.6798152923584	26.0576114654541	26.1309661865234	26.3026561737061	25.9008350372314	25.5683097839355	25.9440479278564	25.6413288116455	24.378288269043	24.8870105743408	25.6305541992188	25.6025619506836	24.7121562957764				10	8	8	46	40.6	40.6	22.77	0	14.184	1323900000	12	39	4	5	6	3	3	4	4	5	4	3	3	5	3	4	3	3	4	4	Q9DD03;Q0PD42;D3YUS4	Q9DD03;Q0PD42;D3YUS4	Ras-related protein Rab-13	Rab13	2491
30.0119857788086	30.0389156341553	29.9455890655518	30.0415306091309	29.9830493927002	30.0853748321533	30.1717643737793	30.1588230133057	30.0950927734375	30.0612373352051	30.0529727935791	30.1462516784668	30.0413990020752	30.0400924682617	29.9232330322266	29.9479598999023	29.95823097229	29.8364887237549				24	11	11	93	45.8	45.8	22.187	0	212.61	46830000000	15	158	16	17	11	19	17	13	15	10	15	12	13	14	14	13	14	19	13	15	Q0PD66;Q9D1G1;Q3V3C2;A0A494B945;A0A494BA38;A0A494BBL7;Q91YW0;Q3TYH2;Q3TYB1;Q0PD40;Q8K386	Q0PD66;Q9D1G1;Q3V3C2;A0A494B945;A0A494BA38;A0A494BBL7	Ras-related protein Rab-1B	Rab1b	2492
28.2925910949707	28.5336360931396	28.2196502685547	28.275110244751	28.2218170166016	27.963228225708	25.0555248260498	24.7228145599365	28.3424854278564	28.2153968811035	28.1462268829346	28.1907939910889	27.977165222168	27.5064277648926	28.1231212615967	28.0631675720215	28.0240077972412	28.0035667419434				7	5	5	55.7	48.4	48.4	14.467	0	25.321	6823500000	4	56	4	3	3	4	3	4	2	1	5	3	4	3	4	4	5	5	5	5	Q0VBA4;Q9D7S7-2;Q9D7S7	Q0VBA4;Q9D7S7-2;Q9D7S7	60S ribosomal protein L22-like 1	Rpl22l1	2494
26.9414539337158	26.8311061859131	27.1099853515625	26.9831581115723	26.9904270172119	27.0601291656494	27.0391521453857	27.0864887237549	26.9751968383789	26.8852996826172	26.4337882995605	26.8749046325684	26.5689029693604	26.8611221313477	26.9654312133789	26.5717849731445	26.7667350769043	26.4792194366455				20	20	20	34.3	34.3	34.3	105.27	0	201.86	7465400000	52	140	9	11	9	9	11	7	8	9	6	6	8	9	8	8	6	6	7	7	Q0VBL3-2;Q0VBL3	Q0VBL3-2;Q0VBL3		Rbm15	2495
28.9925079345703	28.9756622314453	29.1594734191895	29.05442237854	29.0680465698242	29.2620830535889	29.0895462036133	29.0602340698242	29.0817985534668	28.8556098937988	29.0155258178711	29.1487274169922	29.0833206176758	29.1365547180176	29.0202236175537	28.8816585540771	29.0389423370361	28.9961757659912				29	29	29	56.3	56.3	56.3	55.843	0	323.31	51323000000	21	275	17	17	16	16	12	15	16	14	14	16	15	15	12	16	16	14	15	12	Q0VBU4;Q9D024;Q9D024-2;Q9D024-3;F7C265;B1AR93	Q0VBU4;Q9D024;Q9D024-2;Q9D024-3;F7C265	Coiled-coil domain-containing protein 47	Ccdc47	2496
24.5755977630615	24.935676574707	26.1294937133789	24.5825119018555	23.7786540985107	24.9585857391357	24.1074104309082	26.3329772949219	24.067720413208	26.1787357330322	25.3693962097168	26.5175228118896	24.4031925201416	25.2106647491455	24.2615833282471	23.857593536377	25.4810600280762	25.5737419128418				2	2	2	9.9	9.9	9.9	16.607	0	39.162	1198300000	5	19	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	Q0VEW4;Q58E29;Q9R1Q7	Q0VEW4;Q58E29;Q9R1Q7	Proteolipid protein 2	Plp2	2497
32.3794784545898	32.4587287902832	32.3054656982422	32.4724006652832	32.5404014587402	32.4815444946289	32.3096733093262	32.3038635253906	32.2449340820313	32.0415954589844	32.3488922119141	32.3205528259277	32.3035087585449	32.2635231018066	32.1533966064453	32.2463493347168	32.2214736938477	32.2482452392578				39	36	4	57.7	56.3	3.9	37.086	0	323.31	501320000000	18	541	25	28	28	29	28	25	27	24	30	23	30	23	29	25	27	28	28	28	Q0VG47;Q8BG05-2;B2RXM2;Q6PFA7	Q0VG47;Q8BG05-2;B2RXM2;Q6PFA7	Heterogeneous nuclear ribonucleoprotein A3	Hnrnpa3;Gm6793	2498
27.105094909668	27.4961757659912	27.3403644561768	27.1380939483643	26.4872169494629	27.3697776794434	27.5552310943604	27.4996757507324	27.7514915466309	27.7606563568115	27.5663070678711	27.7237071990967	27.7475280761719	24.6866321563721	24.7213916778564	27.5475292205811	27.6317310333252	27.4964809417725				9	6	6	59.1	45.5	45.5	22.382	0	55.317	4925600000	10	60	6	5	6	5	3	5	5	6	6	6	4	6	4	3	3	4	3	4	Q0VGU0;Q9CQC9;Q3U281;A0A1W2P720	Q0VGU0;Q9CQC9;Q3U281	GTP-binding protein SAR1b	Sar1b	2499
27.5398597717285	27.4589672088623	27.5123920440674	27.2770175933838	27.1835708618164	27.4595928192139	27.7697639465332	27.7793140411377	27.7753639221191	27.9311180114746	27.6182098388672	27.6807670593262	27.3654460906982	27.5925636291504	27.6711463928223	27.5489253997803	27.4978504180908	27.4655208587646				33	33	33	47.8	47.8	47.8	103.32	0	221.8	22521000000	48	293	18	21	15	16	11	13	15	21	13	21	15	13	12	11	13	13	15	15	Q11011;F6QYF8;E9Q039;E9Q6F4;F7ANF4;F6V7K3;F2Z3V5	Q11011;F6QYF8;E9Q039;E9Q6F4	Puromycin-sensitive aminopeptidase	Npepps	2502
24.9641857147217	26.2656364440918	26.2948627471924	26.2550830841064	26.2695999145508	26.3332328796387	25.0881633758545	26.2823657989502	24.0732421875	25.2515525817871	26.1584568023682	26.0154209136963	26.7148933410645	26.5596866607666	26.5400085449219	26.2655639648438	25.4934616088867	26.5956249237061				8	8	8	38.3	38.3	38.3	48.643	0	52.558	2447400000	22	43	1	2	2	2	2	4	1	4	1	0	1	5	5	4	4	2	1	3	Q148P2;Q9D404	Q148P2;Q9D404	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	Oxsm	2503
25.7242946624756	25.8732147216797	25.4047718048096	25.9775142669678	24.2776470184326	24.8673763275146	25.4207706451416	24.4579029083252	23.9632167816162	24.3973045349121	24.0796012878418	24.7592582702637	25.2627029418945	25.1769485473633	23.6758804321289	25.6925392150879	24.9567203521729	24.8068180084229				5	5	5	26.6	26.6	26.6	35.242	0	7.2614	481790000	17	17	2	3	2	4	1	1	0	1	0	0	1	0	1	0	0	0	0	0	Q148Q4;Q58NB6	Q148Q4;Q58NB6	Dehydrogenase/reductase SDR family member 9	Dhrs9	2504
24.7963409423828	28.1619739532471	24.6179256439209	28.8329486846924	28.1205539703369	24.9247722625732	24.6897869110107	24.9133529663086	24.7946949005127	25.0823383331299	27.9894523620605	24.9818267822266	24.7640399932861	24.3040523529053	25.5311965942383	28.2248096466064	25.0827445983887	24.4851894378662				27	1	0	82.9	19.4	0	13.988	0	41.604	3009700000	5	20	17	20	15	20	21	15	17	15	17	13	22	15	20	18	19	21	20	20	Q149V4;Q64523	Q149V4;Q64523	Histone H2A;Histone H2A type 2-C	Hist2h2ac	2507
26.1967239379883	26.0531024932861	25.7126655578613	24.9278450012207	25.0199737548828	25.6921348571777	25.9688854217529	24.7361450195313	24.4372882843018	23.6383647918701	26.1569004058838	25.9877624511719	26.0467472076416	26.0432472229004	25.8397808074951	24.8846683502197	26.0814990997314	23.9246883392334				4	4	4	21.9	21.9	21.9	7.0662	0	6.805	1552800000	2	37	2	2	2	1	1	2	2	2	2	2	2	3	2	2	2	1	3	2	Q14A47;Q8K003	Q14A47;Q8K003	Translation machinery-associated protein 7	Tma7	2508
27.3138904571533	27.1677742004395	27.3604316711426	26.9208202362061	27.0510292053223	27.2220478057861	24.6259441375732	26.9325828552246	27.1889572143555	24.2509021759033	26.942907333374	26.9481544494629	27.4572467803955	27.0614700317383	26.8018093109131	27.0626029968262	26.8491191864014	27.0370578765869				5	5	5	25.3	25.3	25.3	30.148	0	57.234	3176600000	14	40	2	2	2	2	3	2	1	3	3	1	3	2	2	2	2	2	3	2	Q14A95;Q9CQT2;A0A1L1SRC3;Q3U5M9	Q14A95;Q9CQT2;A0A1L1SRC3;Q3U5M9	RNA-binding protein 7	Rbm7	2509
29.5835342407227	30.0589179992676	29.5837688446045	29.8371810913086	29.7998657226563	29.6714000701904	29.5077686309814	27.1418991088867	29.734504699707	29.8932647705078	29.7243270874023	29.5795307159424	29.9860363006592	29.5637092590332	29.5948066711426	29.9537982940674	29.6977500915527	29.4029598236084				17	17	17	93.8	93.8	93.8	12.605	0	135.72	24252000000	7	137	6	7	6	10	8	9	5	3	6	8	10	7	9	11	8	9	11	9	Q14AR0;Q9D8T7;Q9D8T7-2;F8WHU8;F7DE82	Q14AR0;Q9D8T7;Q9D8T7-2;F8WHU8	SRA stem-loop-interacting RNA-binding protein, mitochondrial	Slirp	2511
27.3912467956543	27.4074649810791	27.689058303833	27.5071830749512	27.4095687866211	27.4832382202148	27.5387516021729	27.3843460083008	27.2718639373779	27.5296211242676	27.3482398986816	27.8760166168213	27.2298603057861	27.3133716583252	27.5585193634033	27.4616241455078	27.6795597076416	27.6947803497314				28	28	28	24.6	24.6	24.6	167.04	0	253.33	16711000000	59	275	10	11	18	10	14	17	20	19	13	14	14	20	8	15	14	14	15	16	Q14AX9;Q64449;A2AAA9;Q64449-2	Q14AX9;Q64449;A2AAA9	C-type mannose receptor 2	Mrc2	2512
28.1884841918945	28.0066738128662	27.9943161010742	28.0482234954834	28.1592330932617	28.0802478790283	27.7169876098633	27.9356212615967	27.9109649658203	27.6891918182373	27.7693862915039	27.6720237731934	28.0248012542725	28.0431747436523	27.9988956451416	27.8628978729248	27.7005462646484	27.7768077850342				19	19	19	54.9	54.9	54.9	40.528	0	187.48	23364000000	20	183	11	13	10	11	13	10	9	12	9	10	10	11	8	8	7	9	7	8	Q14AZ9;Q8BGC4;A0A494BB38;Q8R0Z8;Q3UY81	Q14AZ9;Q8BGC4;A0A494BB38;Q8R0Z8	Zinc-binding alcohol dehydrogenase domain-containing protein 2	Zadh2	2513
27.2433624267578	27.3500957489014	27.258716583252	27.2215881347656	27.2771949768066	27.4770736694336	27.2757759094238	27.1708335876465	27.203125	27.0587882995605	27.5945568084717	27.1241569519043	27.7004146575928	27.610767364502	27.4548950195313	27.6131591796875	27.682710647583	27.5346012115479				14	14	14	55.1	55.1	55.1	30.244	0	92.339	11854000000	17	151	6	5	8	7	8	7	7	8	8	7	8	7	9	9	8	6	8	6	Q14B21;Q99N94;Q8CA04;Q3UK02	Q14B21;Q99N94;Q8CA04;Q3UK02	39S ribosomal protein L9, mitochondrial	Mrpl9	2514
29.4278430938721	29.3157272338867	29.4238014221191	29.3650913238525	29.3986854553223	29.283899307251	29.2442474365234	29.2907028198242	29.3079319000244	29.2641868591309	29.0836753845215	29.3101234436035	29.0648899078369	29.3245086669922	29.0345420837402	29.0297317504883	29.0364284515381	28.9738292694092				15	15	15	60.3	60.3	60.3	27.815	0	202.93	38522000000	11	221	13	11	10	12	11	13	10	8	11	9	10	9	13	8	11	11	11	11	Q9D883;Q14C24;G3UW94;A0A494B947;E9Q1I7;Q8BGJ9;E9Q5Y2;E9PUZ3;Q8BGJ9-3;Q8BGJ9-2;Q8BGJ9-4;A0A494B9X9;E9Q809;E9Q5J3;A0A494BA95;F8WH71;E9PWX6;E9PWA1;F7D8X7;E9PWM2;A0A140LII6	Q9D883;Q14C24;G3UW94;A0A494B947	Splicing factor U2AF 35 kDa subunit	U2af1	2516
27.6151943206787	27.1472473144531	27.1909351348877	27.673978805542	27.6243591308594	27.4686317443848	27.2092742919922	26.8279609680176	27.6487655639648	26.9543800354004	26.6481475830078	27.176549911499	27.5969047546387	27.4882278442383	27.4192485809326	27.3671970367432	27.0231628417969	24.427453994751				9	9	9	47.3	47.3	47.3	26.31	0	52.128	6834600000	10	77	4	6	4	6	6	4	5	5	6	5	3	8	4	5	5	5	4	1	Q9EP72;Q14C26;Q91VV9	Q9EP72;Q14C26	ER membrane protein complex subunit 7	Emc7	2517
29.5623817443848	29.3763771057129	29.4398593902588	29.3824501037598	29.4657154083252	29.388313293457	29.277904510498	29.3286876678467	29.2893619537354	29.3525810241699	29.1722640991211	29.1247978210449	29.4789257049561	29.3244647979736	29.3832130432129	29.198917388916	29.3174743652344	29.0950412750244				31	31	31	55.5	55.5	55.5	77.795	0	323.31	34824000000	40	303	18	16	18	17	16	15	17	18	11	13	17	16	13	18	16	15	17	14	Q14C51;Q3UK51;Q8BSI7;Q6NV85;A0A0U1RQ61;A0A0U1RP36	Q14C51;Q3UK51;Q8BSI7	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	Ptcd3	2518
25.132568359375	26.0576324462891	23.8594646453857	24.284595489502	25.9232482910156	25.4317646026611	25.4839115142822	24.4795722961426	25.1851348876953	24.7668972015381	24.2847785949707	25.2604713439941	25.6991100311279	24.6388893127441	25.9616737365723	24.5822429656982	25.1342544555664	24.4380645751953				9	9	9	19.2	19.2	19.2	106.78	0	21.78	879310000	45	21	1	2	0	2	3	3	1	2	1	1	0	0	2	1	2	2	2	2	Q14CH7	Q14CH7	Alanine--tRNA ligase, mitochondrial	Aars2	2519
29.5662708282471	29.4503993988037	29.4352741241455	29.2953090667725	29.3885192871094	29.3673629760742	29.1450138092041	29.2036609649658	29.0138778686523	29.1003913879395	29.0565166473389	28.9727344512939	29.4112682342529	29.4665908813477	29.2237529754639	29.3041725158691	29.3347930908203	29.0969276428223				22	22	22	44.6	44.6	44.6	74.517	0	120.2	19786000000	37	181	8	10	10	9	8	16	8	12	11	11	7	8	9	10	12	7	12	9	Q14DH7;Q14DH7-2;REV__Q80U29;REV__B1AR52;REV__F7DC70;REV__B1AR51	Q14DH7;Q14DH7-2	Acyl-CoA synthetase short-chain family member 3, mitochondrial	Acss3	2520
27.4439525604248	27.6255435943604	27.5792427062988	27.4964046478271	27.5722465515137	27.6397552490234	27.4376182556152	27.472354888916	27.4697189331055	27.3356037139893	27.4348373413086	27.2641868591309	27.7031898498535	27.7014064788818	27.6392040252686	27.6196784973145	27.5834808349609	27.5065021514893				38	38	38	65.1	65.1	65.1	101.49	0	189.58	20263000000	46	301	14	14	15	15	15	20	16	20	14	19	10	14	21	21	16	15	20	18	Q14DS6;Q8VDC0;Q14DP3;Q3V377;Q3V3U1;A0A1L1SSW1;A0A1L1SUS6;A0A1L1SQK2	Q14DS6;Q8VDC0;Q14DP3;Q3V377	Probable leucine--tRNA ligase, mitochondrial	Lars2	2521
26.1329479217529	26.6825771331787	27.0063514709473	26.2944774627686	26.5191593170166	26.9361820220947	26.5079689025879	26.5464706420898	26.2597942352295	26.3958282470703	26.1325359344482	26.2684593200684	26.0422649383545	26.5237274169922	26.0805034637451	26.1877670288086	26.2153244018555	26.5705547332764				14	14	14	32	32	32	66.916	0	102.98	3130600000	27	74	4	4	4	6	6	4	4	5	4	3	5	5	6	5	4	3	3	4	Q3TD41;Q3UGF2;Q1AJD0;Q5SVQ0-4;Q5SVQ0-2;Q5SVQ0-3;Q5SVQ0;Q3UGU8;Q5SVQ0-5;F6S4B9	Q3TD41;Q3UGF2;Q1AJD0;Q5SVQ0-4;Q5SVQ0-2;Q5SVQ0-3;Q5SVQ0;Q3UGU8;Q5SVQ0-5	Histone acetyltransferase;Histone acetyltransferase KAT7	Kat7	2524
28.6163520812988	28.5062370300293	28.5729331970215	28.5484485626221	28.6143531799316	28.6907253265381	28.4950695037842	28.5600509643555	28.6388244628906	28.5949840545654	28.5209941864014	28.591064453125	28.505859375	28.5343780517578	28.5538024902344	28.4100151062012	28.4868488311768	28.4556407928467				97	97	97	69.8	69.8	69.8	141.55	0	323.31	91639000000	65	951	54	57	58	60	45	53	53	47	56	44	51	50	53	53	53	53	58	49	Q1HL32;Q9CW03;Q6P5E5;Q6PIE1;Q3UNU2;Q6PFZ4;Q3TPG9;Q3US85;Q3TMK9	Q1HL32;Q9CW03;Q6P5E5;Q6PIE1;Q3UNU2;Q6PFZ4	Structural maintenance of chromosomes protein;Structural maintenance of chromosomes protein 3	Smc3	2525
26.3935222625732	26.1639022827148	26.1590404510498	25.9907073974609	25.912805557251	26.0983448028564	26.5665969848633	26.5563564300537	26.5594520568848	26.8047657012939	26.4412803649902	26.6327018737793	26.5810394287109	26.4856967926025	26.4568862915039	26.5902080535889	26.3451805114746	26.5750503540039				23	18	17	50.6	43.4	41.4	61.48	0	177.02	6721100000	30	128	8	8	11	8	6	7	13	11	12	17	9	13	8	9	9	11	8	12	Q3TM70;Q1MWP9;Q9EQP2;Q3TWP9;Q1MWP8;Q91VL7;Q3TQ74	Q3TM70;Q1MWP9;Q9EQP2;Q3TWP9;Q1MWP8;Q91VL7;Q3TQ74	EH domain-containing protein 4	Ehd4	2527
27.6985607147217	27.6330490112305	27.7468872070313	27.6611213684082	27.7358932495117	27.9192314147949	27.5572052001953	27.5191593170166	27.6651268005371	27.5739097595215	27.6775455474854	27.6273536682129	27.7740440368652	27.615406036377	27.6267280578613	27.4123191833496	27.4806995391846	27.6794929504395				20	20	20	56.4	56.4	56.4	50.497	0	142.13	12239000000	18	143	7	9	9	9	11	9	6	8	8	11	8	8	10	8	8	5	8	6	Q3TS64;Q3TH37;Q3UL54;Q1PG84;Q8BVY0;Q3TGI9;Q3TAJ5;Q3TN25;Q3TLJ3;Q9CSF9;A0A2R8VHW2	Q3TS64;Q3TH37;Q3UL54;Q1PG84;Q8BVY0;Q3TGI9;Q3TAJ5;Q3TN25;Q3TLJ3;Q9CSF9	Ribosomal L1 domain-containing protein 1	Rsl1d1	2528
30.4762439727783	30.4236221313477	29.8522491455078	30.7985382080078	30.0820770263672	29.8006534576416	29.7731323242188	29.4386291503906	29.79079246521	29.1569690704346	30.0662517547607	29.4767837524414	29.4357318878174	29.4352951049805	29.6487312316895	29.8120250701904	29.387451171875	29.4356918334961				7	7	7	90.5	90.5	90.5	10.425	0	317.75	34445000000	4	109	6	6	5	6	7	3	6	5	5	5	5	5	5	4	6	5	5	6	Q1XG81;Q9JLR9;A0A1L1ST61;A0A1L1SV00;Q8R472;A0A1L1SR69	Q1XG81;Q9JLR9;A0A1L1ST61;A0A1L1SV00;Q8R472;A0A1L1SR69	HIG1 domain family member 1A, mitochondrial	Higd1a	2529
25.2563877105713	24.4723472595215	24.8704662322998	24.8173809051514	24.9860000610352	23.9815769195557	24.0444526672363	25.4597339630127	24.0754661560059	26.0024509429932	25.1165237426758	25.5269832611084	24.25954246521	23.5930080413818	25.1923923492432	25.132661819458	24.7104949951172	25.3589153289795				10	8	8	38.8	35	35	42.773	0	20.243	1013100000	24	28	4	3	4	2	2	2	4	5	3	6	4	6	4	3	4	4	3	2	Q3V199;Q91VK1;Q2L4X1;Q3TRM2;A0A1Y7VKZ4;A0A1Y7VJ43;A0A1Y7VIU9;A0A1Y7VM47;Q6PDC5;A0A1Y7VM24	Q3V199;Q91VK1;Q2L4X1;Q3TRM2;A0A1Y7VKZ4;A0A1Y7VJ43	Basic leucine zipper and W2 domain-containing protein 2	Bzw2	2531
26.4744930267334	26.2573680877686	26.5997447967529	26.2903347015381	26.0896034240723	26.4689426422119	26.5705986022949	26.7055644989014	26.6706066131592	26.8475666046143	26.6342258453369	26.6055488586426	26.365161895752	26.2957038879395	26.4879817962646	26.1323986053467	26.4850978851318	26.2999877929688				25	25	25	40.4	40.4	40.4	90.973	0	97.201	6598900000	47	137	5	7	9	7	5	9	8	12	9	16	8	11	9	7	10	6	6	7	Q2M4H5;Q9D5V5;E9PV12;G3X914;E9Q6Z0;Q05CY9;Q78GU9;Q8BYN6;F8VQI6	Q2M4H5;Q9D5V5;E9PV12;G3X914;E9Q6Z0	Cullin-5	Cul5	2533
26.7958793640137	26.4810676574707	26.7035865783691	26.6495189666748	26.4049015045166	26.616527557373	27.0692768096924	26.9103355407715	27.0672264099121	27.2928104400635	26.9595851898193	27.1154518127441	26.8243236541748	26.7824420928955	26.9916152954102	26.9072437286377	27.0493679046631	26.9004650115967				16	16	16	36.5	36.5	36.5	63.3	0	42.134	7544900000	32	129	8	6	6	5	4	5	8	9	10	11	9	12	5	7	8	6	7	7	Q2Q7P0;Q8CI51;D9J2Z9;D9J300;D9J301;D9J302;Q8CI51-2;Q9CRA2;D9J303;F8WJI6;E9Q8P5;Q8CI51-3;Q8VDV4;A0A0G2JGZ5;A0A0G2JEJ0	Q2Q7P0;Q8CI51;D9J2Z9;D9J300;D9J301;D9J302;Q8CI51-2	PDZ and LIM domain protein 5	Pdlim5	2535
23.5928916931152	24.4810371398926	25.0368404388428	25.0164203643799	24.2352313995361	25.0740451812744	25.2442436218262	24.3503303527832	25.1489734649658	24.99658203125	24.8220310211182	25.3327369689941	26.6731700897217	26.8177528381348	24.6523132324219	26.3430786132813	24.8723964691162	26.539134979248				5	5	4	37.6	37.6	32	14.665	0	3.627	789010000	4	17	1	0	0	0	0	1	1	1	0	0	0	0	3	3	1	2	1	3	Q2TBF9;Q9CQV6;M0QWC2	Q2TBF9;Q9CQV6;M0QWC2	Microtubule-associated proteins 1A/1B light chain 3B	Map1lc3b	2537
29.3078670501709	29.3295001983643	29.4244632720947	29.3984394073486	29.3005981445313	29.416934967041	29.2075309753418	29.1927928924561	29.093355178833	29.1406078338623	29.1871643066406	29.0935325622559	29.5014820098877	29.352518081665	29.4283828735352	29.3292217254639	29.3036937713623	29.208646774292				34	34	34	72.7	72.7	72.7	54.208	0	323.31	45711000000	32	354	21	18	19	18	18	19	18	17	18	18	18	17	21	21	18	17	19	18	Q2TPA8;B1AX78;Q99JH2;Q9D015;B1AX77	Q2TPA8;B1AX78;Q99JH2;Q9D015	Hydroxysteroid dehydrogenase-like protein 2	Hsdl2	2538
29.9667797088623	30.1360168457031	30.3354320526123	30.3424434661865	30.1088638305664	30.255298614502	30.0727825164795	29.6527194976807	29.9948291778564	29.8295040130615	30.1680603027344	30.1263256072998	29.9202537536621	29.9081325531006	29.7584190368652	29.8160133361816	29.6741313934326	29.9673290252686				18	18	16	85.8	85.8	85.8	20.811	0	323.31	88082000000	7	264	14	14	13	14	16	14	14	10	15	10	13	12	11	10	11	13	14	13	Q9DCC5;Q32P00;I6L9I7;P23198;D3Z313;D3Z1A9	Q9DCC5;Q32P00;I6L9I7;P23198;D3Z313	Chromobox protein homolog 3	Cbx3	2540
25.9741916656494	25.9499588012695	25.9365196228027	26.0459976196289	26.0016994476318	25.6935195922852	25.6241359710693	25.5190238952637	25.5770969390869	25.5715827941895	26.0827369689941	25.6396999359131	25.9244499206543	25.8220386505127	25.0636386871338	24.9611663818359	25.9499130249023	23.9945735931396				9	9	9	34.5	34.5	34.5	45.894	0	41.065	1773900000	25	59	4	6	5	4	3	4	4	4	5	4	3	4	6	3	1	0	2	0	Q33DR2;Q9CZQ1;B8JJX0	Q33DR2;Q9CZQ1	Decaprenyl-diphosphate synthase subunit 1	Pdss1	2541
25.9896907806396	26.1897678375244	25.8244209289551	24.526834487915	26.2134342193604	24.9669570922852	25.1252250671387	26.5398273468018	24.3410243988037	25.9484882354736	25.1046390533447	25.522798538208	25.9525146484375	25.4946956634521	25.7525882720947	24.2884845733643	26.1403388977051	24.7485466003418				8	8	8	33.7	33.7	33.7	43.98	0	26.249	1110700000	27	29	4	2	4	1	2	3	2	2	2	2	2	2	2	0	1	1	3	1	Q33DR3;E0CYM9;Q33DR3-2;Q33DR3-3;F6T4Z4	Q33DR3;E0CYM9;Q33DR3-2;Q33DR3-3	Decaprenyl-diphosphate synthase subunit 2	Pdss2	2542
27.1119747161865	27.1142616271973	27.1275062561035	27.0246429443359	26.924222946167	27.0444774627686	27.3423175811768	27.5878505706787	27.4966316223145	27.7722835540771	27.1430683135986	27.2128028869629	26.3406200408936	26.7185573577881	26.763952255249	26.9311180114746	26.9668617248535	26.5594825744629				22	22	22	35.3	35.3	35.3	88.796	0	71.499	9431000000	40	165	14	10	12	8	8	9	11	13	12	17	10	12	5	5	7	7	9	6	Q3B7Z2;Q3B7Z2-2;Q8K0C7;Q5QNQ4;Q6PE09;Q5QNQ6	Q3B7Z2;Q3B7Z2-2	Oxysterol-binding protein 1	Osbp	2543
31.8032817840576	31.7636680603027	31.5851745605469	31.8264999389648	31.6463298797607	31.6908740997314	31.6316623687744	31.5137577056885	31.7126007080078	31.5570487976074	31.7628364562988	31.5475654602051	31.5301322937012	31.6326580047607	31.7298374176025	31.7692756652832	31.7074661254883	31.6388416290283				46	46	40	81.6	81.6	79.5	59.321	0	323.31	289600000000	20	752	29	31	29	35	31	30	32	27	31	27	33	27	31	32	32	34	34	36	Q922I7;Q3T984;Q8BGJ5;Q3UBR5;Q5RJV5;Q6NZB8;Q80T07;Q8K144;Q3U5I2;Q8CB58;Q3TQW3;Q8R509;P17225;E9QMW9;Q8C2R5;Q923A7;F7AXP1;F7DCW4;E9Q279;E9Q0W3;E9PZ39	Q922I7;Q3T984;Q8BGJ5;Q3UBR5;Q5RJV5;Q6NZB8;Q80T07;Q8K144;Q3U5I2;Q8CB58;Q3TQW3;Q8R509;P17225;E9QMW9;Q8C2R5	Polypyrimidine tract-binding protein 1	Ptbp1	2545
